Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
wdelacruz@hillandsons.com,https://assetmanagement.com/video/market-trends,Video View,59,Paid,Newsletter,29-07-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/contact-us,Form Submission,36,Direct,Newsletter,09-10-2024
julie76@wood-frey.com,https://assetmanagement.com/about-us,Page View,31,Referral,Google,27-11-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/insights/quarterly-report,Page View,196,Organic,Google,19-06-2024
staciemartinez@richardsplc.com,https://assetmanagement.com/insights/quarterly-report,Page View,212,Email,Event Invitation,28-07-2024
paula73@dudleyvaldezandwarren.com,https://assetmanagement.com/video/investment-strategies,Video View,151,Email,Event Invitation,29-11-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/insights,Page View,143,Email,Event Invitation,14-12-2024
milesbrett@bowenpittsandhansen.com,https://assetmanagement.com/products/etf,Product View,275,Referral,LinkedIn,31-12-2024
john54@crawfordgroup.com,https://assetmanagement.com/products/esg,Product View,181,Email,Event Invitation,06-08-2024
bergerkenneth@woodsllc.com,https://assetmanagement.com/products/fixed-income,Product View,166,Referral,Google,13-09-2024
llarsen@rowlandhernandezandarnold.com,https://assetmanagement.com/video/market-trends,Video View,73,Email,Event Invitation,24-07-2024
jcook@savage-calhoun.com,https://assetmanagement.com/contact-us,Form Submission,235,Paid,LinkedIn,30-11-2024
hubbardtyler@caldwell-salinas.com,https://assetmanagement.com/products/real-estate,Product View,296,Direct,Google,17-06-2024
pcoleman@hess-marsh.com,https://assetmanagement.com/products/real-estate,Product View,282,Email,Event Invitation,08-12-2024
geoffrey61@adamshoffmanandsims.com,https://assetmanagement.com/insights/quarterly-report,Page View,188,Direct,Newsletter,16-08-2024
adamsmarie@hopkinsporterandjimenez.com,https://assetmanagement.com/video/investment-strategies,Video View,60,Email,Event Invitation,10-06-2024
morrispamela@lee-anderson.com,https://assetmanagement.com/insights,Page View,140,Organic,Google,10-10-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/products/etf,Product View,48,Email,Event Invitation,20-12-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/products/esg,Product View,79,Direct,Newsletter,21-12-2024
feliciakennedy@simon-morales.com,https://assetmanagement.com/products/fixed-income,Product View,98,Email,Event Invitation,23-10-2024
kellykatie@johnsonmooreandbrown.com,https://assetmanagement.com/video/market-trends,Video View,117,Email,Event Invitation,14-08-2024
tina09@woodandsons.com,https://assetmanagement.com/contact-us,Form Submission,136,Organic,Newsletter,21-09-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/about-us,Page View,252,Email,Event Invitation,20-10-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/video/market-trends,Video View,57,Email,Investment Update,16-06-2024
stewartamanda@bullockburnsandstevens.com,https://assetmanagement.com/insights/quarterly-report,Page View,144,Referral,LinkedIn,21-11-2024
joneskaren@rodriguezltd.com,https://assetmanagement.com/video/investment-strategies,Video View,149,Email,Event Invitation,05-10-2024
afowler@nixongroup.com,https://assetmanagement.com/insights,Page View,78,Direct,Newsletter,22-12-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/products/etf,Product View,129,Referral,LinkedIn,06-11-2024
jordan57@robinsonandsons.com,https://assetmanagement.com/products/esg,Product View,217,Organic,Google,17-10-2024
nicholsonapril@nashplc.com,https://assetmanagement.com/products/fixed-income,Product View,138,Direct,Newsletter,08-08-2024
marcusmay@deanllc.com,https://assetmanagement.com/video/market-trends,Video View,199,Direct,Newsletter,03-11-2024
rcampbell@rossyatesandnelson.com,https://assetmanagement.com/contact-us,Form Submission,258,Email,Event Invitation,08-09-2024
scarr@sullivankhanandjacobs.com,https://assetmanagement.com/about-us,Page View,169,Email,Event Invitation,01-07-2024
shannon61@becker-phillips.com,https://assetmanagement.com/products/real-estate,Product View,50,Direct,Newsletter,29-12-2024
hector56@halelopezandcarter.com,https://assetmanagement.com/insights/quarterly-report,Page View,41,Email,Event Invitation,24-07-2024
brittneywashington@osborne-howard.com,https://assetmanagement.com/video/investment-strategies,Video View,275,Organic,Newsletter,19-12-2024
ebonybentley@adamsplc.com,https://assetmanagement.com/insights,Page View,200,Email,Event Invitation,16-10-2024
nhooper@garcia-turner.com,https://assetmanagement.com/products/etf,Product View,124,Email,Event Invitation,06-06-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/products/esg,Product View,187,Referral,Google,23-09-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/products/fixed-income,Product View,160,Email,Event Invitation,01-06-2024
deanmckenzie@simpsonplc.com,https://assetmanagement.com/video/market-trends,Video View,62,Email,Event Invitation,01-01-2025
kbarker@johnsonkrauseandelliott.com,https://assetmanagement.com/contact-us,Form Submission,242,Paid,Google,30-08-2024
tammy97@reyesandsons.com,https://assetmanagement.com/about-us,Page View,168,Direct,Newsletter,20-11-2024
christina22@friedmanmartinezandmeyers.com,https://assetmanagement.com/video/investment-strategies,Video View,56,Referral,Newsletter,15-06-2024
milesbrett@bowenpittsandhansen.com,https://assetmanagement.com/insights/quarterly-report,Page View,39,Organic,LinkedIn,17-11-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/video/investment-strategies,Video View,66,Email,Event Invitation,01-07-2024
laura68@allencummingsandmercer.com,https://assetmanagement.com/insights,Page View,136,Email,Event Invitation,11-11-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/products/etf,Product View,179,Paid,Newsletter,13-07-2024
bakerian@adams-wagner.com,https://assetmanagement.com/products/esg,Product View,220,Direct,Newsletter,29-06-2024
mathismisty@carsonandsons.com,https://assetmanagement.com/products/fixed-income,Product View,176,Referral,Google,01-12-2024
boltonkendra@kempmartinandwalker.com,https://assetmanagement.com/video/market-trends,Video View,185,Email,Event Invitation,16-08-2024
christina05@campbellhillandparrish.com,https://assetmanagement.com/contact-us,Form Submission,254,Email,Event Invitation,09-08-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/video/investment-strategies,Video View,60,Email,Event Invitation,14-06-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/products/real-estate,Product View,214,Referral,Newsletter,17-06-2024
bakerjared@pena-roberts.com,https://assetmanagement.com/products/real-estate,Product View,251,Email,Event Invitation,14-06-2024
nhartman@garrett-campbell.com,https://assetmanagement.com/video/investment-strategies,Video View,194,Organic,Newsletter,30-12-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/esg,Product View,48,Email,Newsletter Campaign,06-12-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights,Page View,240,Email Campaign,Google,22-11-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/etf,Product View,309,Direct,Google,17-11-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights,Product View,462,Email Campaign,Direct,12-11-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/esg,Product View,462,Email Campaign,Direct,11-11-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/fixed-income,Product View,198,Email Campaign,LinkedIn,30-10-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/about-us,Page View,116,Referral,LinkedIn,28-10-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/investment-strategies,Video View,232,Direct,LinkedIn,23-10-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/market-trends,Video View,176,Direct,LinkedIn,13-10-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/about-us,Page View,199,Email,Newsletter Campaign,27-09-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/real-estate,Product View,93,Paid,Google,21-09-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/etf,Product View,523,Direct,Google,12-09-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/market-trends,Product View,462,Email Campaign,Direct,09-09-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/contact-us,Form Submission,421,Organic,Email,03-09-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/etf,Product View,220,Direct,Google,23-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Download,462,Email Campaign,Direct,22-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/esg,Product View,462,Email Campaign,Direct,22-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/contact-us,Form Submission,154,Email,Newsletter Campaign,07-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights/quarterly-report,Page View,560,Organic,Email,04-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/products/real-estate,Product View,284,Organic,Email,24-07-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights,Product View,462,Email Campaign,Direct,20-07-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/market-trends,Video View,569,Direct,Email,19-07-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights,Page View,174,Organic,LinkedIn,11-06-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/market-trends,Product View,462,Email Campaign,Direct,10-06-2024
dpineda@gonzalez-fields.com,https://assetmanagement.com/video/market-trends,Click,165.8,Organic,LinkedIn,25-11-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/insights,Click,237.8,Organic,Facebook,12-10-2024
theresawang@browngroup.com,https://assetmanagement.com/about-us,Form Submit,261.8,Direct,Google,27-07-2024
john54@crawfordgroup.com,https://assetmanagement.com/insights/quarterly-report,Click,118.4,Organic,Google,17-12-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/video/investment-strategies,Click,262.6,Direct,Google,01-08-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/insights,Page View,120.7,Paid,LinkedIn,25-11-2024
dpineda@gonzalez-fields.com,https://assetmanagement.com/video/investment-strategies,Form Submit,65.2,Paid,Facebook,26-08-2024
john54@crawfordgroup.com,https://assetmanagement.com/contact-us,Page View,217.9,Organic,Facebook,21-08-2024
ksummers@larsonltd.com,https://assetmanagement.com/video/market-trends,Form Submit,99.3,Organic,LinkedIn,25-07-2024
nguyenjames@gould-brown.com,https://assetmanagement.com/video/market-trends,Page View,176,Organic,Google,10-09-2024
erikathompson@hopkins-burgess.com,https://assetmanagement.com/contact-us,Form Submit,106.6,Organic,Facebook,15-06-2024
,https://assetmanagement.com/insights,Click,267.6,Direct,Google,15-06-2024
fvega@williams-fleming.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Form Submit,69.9,Organic,Facebook,14-06-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/insights/quarterly-report,Form Submit,146.5,Organic,Facebook,17-11-2024
millersarah@brown-rodriguez.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Form Submit,67,Direct,Google,01-11-2024
julie27@taylor-erickson.com,https://assetmanagement.com/insights,Page View,106.9,Organic,Facebook,03-06-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/video/market-trends,Video View,155,Organic,Newsletter,12-06-2024
diane68@woods-anderson.com,https://assetmanagement.com/video/market-trends,Page View,121.3,Organic,LinkedIn,30-11-2024
richardprice@jonesandsons.com,https://assetmanagement.com/products/etf,Product View,235,Direct,Newsletter,11-06-2024
earl91@anderson-watson.com,https://assetmanagement.com/products/etf,Page View,49,Direct,LinkedIn,25-10-2024
rflores@mccann-johnson.com,https://assetmanagement.com/products/etf,Form Submit,212.3,Direct,Facebook,02-07-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/video/investment-strategies,Page View,156.4,Paid,Google,01-12-2024
osmith@hendersoninc.com,https://assetmanagement.com/video/market-trends,Form Submit,140.9,Organic,Google,13-12-2024
bhines@leeinc.com,https://assetmanagement.com/products/etf,Form Submit,292.7,Paid,Google,12-12-2024
christina22@friedmanmartinezandmeyers.com,https://assetmanagement.com/products/fixed-income,Product View,93,Organic,Twitter,06-06-2024
dmurray@rollins-gray.com,https://assetmanagement.com/products/real-estate,Form Submit,47.5,Paid,Google,18-09-2024
sandy78@millerdiazandcontreras.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Page View,287.6,Organic,Google,29-11-2024
kennedypaula@burgessandsons.com,https://assetmanagement.com/video/market-trends,Click,51.5,Organic,LinkedIn,27-12-2024
stewartamanda@bullockburnsandstevens.com,https://assetmanagement.com/products/fixed-income,Page View,40.1,Direct,LinkedIn,17-12-2024
jeffersoncathy@kimsparksandmontgomery.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Page View,203.5,Direct,Facebook,16-07-2024
amanda01@williams-austin.com,https://assetmanagement.com/products/etf/prospectus,Click,25.2,Organic,LinkedIn,06-12-2024
debbiefisher@morganrichardsonandmccoy.com,https://assetmanagement.com/about-us,Click,202.3,Organic,Google,27-07-2024
bhines@leeinc.com,https://assetmanagement.com/video/market-trends,Click,76.9,Paid,LinkedIn,05-07-2024
austin15@riggssmithandjones.com,https://assetmanagement.com/products/etf/prospectus,Page View,231.9,Direct,Facebook,08-12-2024
robert77@williams-cummings.com,https://assetmanagement.com/video/market-trends,Click,216.4,Organic,LinkedIn,26-08-2024
cheryl98@davisinc.com,https://assetmanagement.com/products/esg/esg-fund-prospect,Form Submit,27.4,Direct,Facebook,06-07-2024
rogersjennifer@bakerplc.com,https://assetmanagement.com/video/investment-strategies,Click,68.7,Direct,LinkedIn,18-09-2024
mcdonaldashley@rayltd.com,https://assetmanagement.com/contact-us,Page View,85.5,Organic,LinkedIn,22-09-2024
stephenvazquez@smithinc.com,https://assetmanagement.com/video/market-trends,Form Submit,46.6,Paid,Google,04-08-2024
